iter	MultiClass
246	0.06954611229
247	0.06906985617
248	0.06877145024
249	0.0685162751
250	0.06827430182
251	0.06795683696
252	0.06750644758
253	0.06727183406
254	0.06699172768
255	0.06663608833
256	0.06643390066
257	0.06616221593
258	0.065984859
259	0.06571550696
260	0.06549470403
261	0.06516856317
262	0.06481095859
263	0.06450638172
264	0.06391406875
265	0.0637301166
266	0.06340294676
267	0.06310983898
268	0.06294115398
269	0.06263665206
270	0.06247174059
271	0.06220005697
272	0.06206107843
273	0.06189128945
274	0.06153863378
275	0.06138103011
276	0.06119125608
277	0.06099273274
278	0.06079947797
279	0.06057056899
280	0.06035649686
281	0.06025839537
282	0.06001968628
283	0.05956436612
284	0.05940121036
285	0.05920712516
286	0.05885699871
287	0.05849867078
288	0.05835184248
289	0.05808883824
290	0.0578873397
291	0.05754433021
292	0.05733229934
293	0.0570974694
294	0.05682099056
295	0.0566220093
296	0.05649119379
297	0.05642174388
298	0.05627852931
299	0.05616446236
300	0.05604109897
301	0.05585015834
302	0.05551785264
303	0.05536744613
304	0.05512124426
305	0.05501176124
306	0.05477673935
307	0.05461504564
308	0.05448925801
309	0.05427804416
310	0.05411811451
311	0.05401824773
312	0.05385889603
313	0.05363280705
314	0.05346892253
315	0.05324622223
316	0.0530338004
317	0.05282987745
318	0.05268036935
319	0.05257390329
320	0.05245841992
321	0.05228626629
322	0.0520186649
323	0.05185936425
324	0.05174948156
325	0.05155661055
326	0.05145959228
327	0.05130596391
328	0.0511133551
329	0.0508790459
330	0.05063463563
331	0.05044648789
332	0.05027131401
333	0.0499471609
334	0.04975655094
335	0.04969216917
336	0.04955945049
337	0.0493803126
338	0.04927875113
339	0.04908324935
340	0.04896140014
341	0.04883514415
342	0.04870835765
343	0.04854437807
344	0.04837978563
345	0.04820780542
346	0.04806430334
347	0.04787573552
348	0.04762354129
349	0.04748603265
350	0.04730395885
351	0.047174996
352	0.04709900623
353	0.04695970256
354	0.04681517591
355	0.04664431972
356	0.04648235413
357	0.04641706933
358	0.04621349256
359	0.04612549159
360	0.0460486411
361	0.04592506531
362	0.04580493989
363	0.04564021405
364	0.04553871939
365	0.04540083115
366	0.04523819116
367	0.04502729462
368	0.04491942105
369	0.04480930754
370	0.04465754269
371	0.04452951438
372	0.04449925872
373	0.04421827233
374	0.04410867173
375	0.04395564966
376	0.04364570076
377	0.04355428585
378	0.04345007701
379	0.04322487921
380	0.04317978706
381	0.04306102252
382	0.04293847854
383	0.04280598618
384	0.04270819592
385	0.04258713678
386	0.04247070175
387	0.04236406645
388	0.0422489241
389	0.04214579277
390	0.04193338951
391	0.04174275693
392	0.04163470712
393	0.04158489238
394	0.04147861517
395	0.04135724009
396	0.0412307466
397	0.04097601242
398	0.04079370457
399	0.04068933018
400	0.04058539241
401	0.04048054008
402	0.040430171
403	0.04032993943
404	0.04026987548
405	0.04014975229
406	0.04000683369
407	0.03983780519
408	0.03966543311
409	0.03945753518
410	0.03914714167
411	0.03905247998
412	0.03893575852
413	0.03882722649
414	0.0386469951
415	0.03853542982
416	0.03841777094
417	0.03820004585
418	0.03808070733
419	0.03797039297
420	0.0378584869
421	0.03779935141
422	0.03773299709
423	0.03768448279
424	0.03759826996
425	0.03740015463
426	0.03731301181
427	0.03717828329
428	0.03699739798
429	0.03693302494
430	0.03680588552
431	0.0367571276
432	0.03667342299
433	0.03659796328
434	0.03652154714
435	0.03637435035
436	0.03627884532
437	0.03623730467
438	0.0361037202
439	0.03598717605
440	0.0359379211
441	0.03578641765
442	0.03568380134
443	0.03559391419
444	0.03551571802
445	0.03542887285
446	0.03533987975
447	0.03526724021
448	0.03515588028
449	0.03509418365
450	0.03502850733
451	0.03489514665
452	0.0348454066
453	0.03470272256
454	0.03464176741
455	0.03455246495
456	0.03445986222
457	0.03438350921
458	0.03433163244
459	0.03425744245
460	0.03420357803
461	0.03412722262
462	0.03401278315
463	0.03388591512
464	0.0337918776
465	0.03372742058
466	0.03356532495
467	0.03344762351
468	0.03337423934
469	0.03328435518
470	0.03321642021
471	0.03318084872
472	0.03307864104
473	0.03297402103
474	0.03287775978
475	0.03283457554
476	0.03276585908
477	0.03265431621
478	0.03263107168
479	0.03257051645
480	0.03251451208
481	0.03245718119
482	0.03239340151
483	0.03233587508
484	0.03228139998
485	0.03212363631
486	0.03202756552
487	0.03193375287
488	0.03179293017
489	0.0316720003
490	0.0315860094
491	0.03150068612
492	0.03140047989
493	0.03132021459
494	0.03127504117
495	0.03119993794
496	0.0311111889
497	0.03100106424
498	0.03092145971
499	0.03084642111
500	0.03076800743
501	0.03069606996
502	0.03065210536
503	0.03057968817
504	0.03051033025
505	0.03041595384
506	0.03032794299
507	0.0302419389
508	0.03019104311
509	0.03007382901
510	0.03000682762
511	0.02993266267
512	0.02983346593
513	0.02975721577
514	0.02971191847
515	0.02962637636
516	0.02957504261
517	0.02952789205
518	0.02945352144
519	0.02939136958
520	0.02936435382
521	0.02928201561
522	0.02921807193
523	0.02913839252
524	0.02909786362
525	0.02901331365
526	0.02896994808
527	0.02892003192
528	0.02886604395
529	0.02877658876
530	0.02864188594
531	0.02855770511
532	0.02850558272
533	0.0284249136
534	0.02834296798
535	0.02825650288
536	0.02822925423
537	0.02817359349
538	0.02807349954
539	0.0279837132
540	0.02794746131
541	0.02788513266
542	0.02785523939
543	0.02779353232
544	0.02771473187
545	0.0276643691
546	0.02761002601
547	0.02753674099
548	0.0274662644
549	0.02740381805
550	0.02733785227
551	0.02728217512
552	0.02724290425
553	0.02720000435
554	0.02715147814
555	0.02710066025
556	0.02704956253
557	0.027001228
558	0.02697181862
559	0.02690074768
560	0.02682136837
561	0.02676407907
562	0.02672155151
563	0.02665843825
564	0.02660147733
565	0.02654495204
566	0.02650401366
567	0.02648472439
568	0.02644086398
569	0.02636378925
570	0.02630021459
571	0.02625684544
572	0.02619871664
573	0.02613648296
574	0.02607712593
575	0.02602138205
576	0.02596322658
577	0.02591949051
578	0.02584476115
579	0.0257756799
580	0.02572145078
581	0.02565229621
582	0.02561767296
583	0.02555226309
584	0.0254896268
585	0.02543414758
586	0.02534552219
587	0.02524349407
588	0.02519513118
589	0.02509584934
590	0.02498351567
591	0.02493697157
592	0.02485301889
593	0.0247633714
594	0.02474024349
595	0.02467835995
596	0.02462437585
597	0.02454192566
598	0.02450309294
599	0.02445021428
600	0.02441906848
601	0.0243625834
602	0.02428547149
603	0.02418643286
604	0.02414749102
605	0.02411121516
606	0.02407262138
607	0.02403765329
608	0.02399165971
609	0.02393877035
610	0.02388202827
611	0.02384661732
612	0.02380894222
613	0.02377096816
614	0.02372094216
615	0.02368173814
616	0.02360902084
617	0.02359268554
618	0.02357254729
619	0.02351598989
620	0.02347047582
621	0.02340826031
622	0.02337484131
623	0.02334026469
624	0.02327106087
625	0.02321642666
626	0.02313309907
627	0.02309668161
628	0.02305288258
629	0.02299345416
630	0.02294277913
631	0.02288946053
632	0.0228654163
633	0.02282322871
634	0.02278961403
635	0.02276675672
636	0.02273451518
637	0.02270594624
638	0.02266687386
639	0.02261377701
640	0.02256536189
641	0.02245395822
642	0.02242912527
643	0.02236529895
644	0.02229107021
645	0.02226480452
646	0.02224180487
647	0.02221544739
648	0.02217826881
649	0.02213391807
650	0.02209347475
651	0.02205243609
652	0.02201385642
653	0.02196909373
654	0.02193086825
655	0.02188922229
656	0.02185354933
657	0.02179375777
658	0.02172602133
659	0.02168843318
660	0.02165696854
661	0.02158938153
662	0.02156396688
663	0.02152977441
664	0.02148118587
665	0.02141442618
666	0.02136272335
667	0.02134721186
668	0.02131553166
669	0.02125416933
670	0.02118952974
671	0.02115673774
672	0.0210915188
673	0.02107166805
674	0.02103079756
675	0.02100178099
676	0.02095964007
677	0.02092294132
678	0.02087448235
679	0.02082796371
680	0.02078373862
681	0.02076134937
682	0.02072839248
683	0.02066053392
684	0.02059183962
685	0.02052453566
686	0.02048426369
687	0.02045290589
688	0.02042961765
689	0.02040038826
690	0.02035956401
691	0.02030072355
692	0.02024458432
693	0.02020811858
694	0.02019998262
695	0.02017608576
696	0.02012795856
697	0.02010042636
698	0.02007057998
699	0.02003230721
700	0.019993816
701	0.01995099445
702	0.01992573757
703	0.01989873309
704	0.01985845201
705	0.01981040987
706	0.01977536003
707	0.01973767609
708	0.01970658756
709	0.01965353194
710	0.01962815227
711	0.01955687579
712	0.01951059314
713	0.01949385884
714	0.01946370475
715	0.01943111696
716	0.01940442751
717	0.01937033397
718	0.01935414759
719	0.0193263288
720	0.01928141568
721	0.0192316635
722	0.0191867725
723	0.0191492511
724	0.01913103697
725	0.0190891825
726	0.01906619663
727	0.0190390482
728	0.01899423433
729	0.01896134486
730	0.01889928665
731	0.01886704937
732	0.01883908226
733	0.01880550956
734	0.01873348054
735	0.01869860731
736	0.01864902988
737	0.01863698219
738	0.01860776572
739	0.01858207018
740	0.01853739101
741	0.01848903278
742	0.01846182209
743	0.01841683903
744	0.01838970856
745	0.0183400616
746	0.01831886558
747	0.01827268784
748	0.01822672989
749	0.01820523314
750	0.01815942368
751	0.01812639269
752	0.01804124188
753	0.01798791704
754	0.01796659513
755	0.01790491376
756	0.01788572298
757	0.0178369567
758	0.01779677069
759	0.01776122256
760	0.01772709998
761	0.01768314441
762	0.01764992057
763	0.0176292713
764	0.017580603
765	0.01755138446
766	0.01752819253
767	0.01749089296
768	0.01746346718
769	0.01743326544
770	0.01740605993
771	0.01738000143
772	0.01732898006
773	0.01729462065
774	0.01727460107
775	0.01726225936
776	0.01724487944
777	0.01721156768
778	0.01718606283
779	0.01715480077
780	0.01712834402
781	0.0171155378
782	0.01705493962
783	0.01701859433
784	0.01700921879
785	0.01697293161
786	0.01693884182
787	0.01689489244
788	0.01686845353
789	0.01683408436
790	0.01680725078
791	0.01673954816
792	0.01671784562
793	0.01669032876
794	0.01666971506
795	0.01663686171
796	0.01661709953
797	0.01659687897
798	0.01656758567
799	0.01653576768
800	0.01650937127
801	0.01648323689
802	0.01645420178
803	0.01643571362
804	0.01638571898
805	0.01636621314
806	0.01633731893
807	0.01633041295
808	0.01629866784
809	0.01628148976
810	0.01625695206
811	0.01623603616
812	0.01620025168
813	0.01616649572
814	0.01614289665
815	0.01611083394
816	0.01608184716
817	0.0160562107
818	0.0160209365
819	0.01600374633
820	0.0159761865
821	0.01594849071
822	0.01591738224
823	0.01586764425
824	0.0158436068
825	0.01581357718
826	0.01578651444
827	0.01575000653
828	0.01573562271
829	0.01572298624
830	0.01566335558
831	0.01559614541
832	0.01557291218
833	0.01553085853
834	0.0155067592
835	0.01548508184
836	0.01546341614
837	0.01544209761
838	0.01541619149
839	0.01539638085
840	0.01537079206
841	0.0153312591
842	0.01531328038
843	0.01528614283
844	0.01523906293
845	0.01521863654
846	0.0151777023
847	0.01513764634
848	0.01512637658
849	0.0151060744
850	0.01509382578
851	0.01507145557
852	0.01504516505
853	0.01502235779
854	0.01501274354
855	0.01500407615
856	0.01497663577
857	0.01495926157
858	0.01492980729
859	0.01491643638
860	0.01490618021
861	0.01488463608
862	0.01486100213
863	0.01485271696
864	0.01483929229
865	0.01482381763
866	0.01480116607
867	0.01476931298
868	0.01474912164
869	0.01473440728
870	0.01470915859
871	0.01467670063
872	0.01464309437
873	0.01462602306
874	0.01460108939
875	0.01456323321
876	0.01454316919
877	0.0145029565
878	0.014476953
879	0.01445442399
880	0.01444509471
881	0.01442786942
882	0.01441756242
883	0.01440808903
884	0.01438524245
885	0.01436597472
886	0.01433962965
887	0.01432724067
888	0.01429657116
889	0.01427786293
890	0.01425682352
891	0.01424174962
892	0.01423074967
893	0.01418784086
894	0.01416264399
895	0.0141442987
896	0.01412720538
897	0.01411292316
898	0.01410133895
899	0.01408123824
900	0.01405977199
901	0.014047617
902	0.01402747035
903	0.01400100205
904	0.01397792497
905	0.01395176292
906	0.01393459295
907	0.01390519052
908	0.01388466936
909	0.0138746542
910	0.01386288698
911	0.01385286299
912	0.01382850236
913	0.01381501766
914	0.01377696233
915	0.01376349073
916	0.01373989428
917	0.01370502357
918	0.01368736307
919	0.0136643285
920	0.01364855095
921	0.01363132352
922	0.01361351622
923	0.01360104554
924	0.01358457016
925	0.01355157185
926	0.01351788918
927	0.01350869323
928	0.01349337455
929	0.01347937885
930	0.01346617656
931	0.01344547495
932	0.0134314743
933	0.01342376057
934	0.01340776149
935	0.01338038872
936	0.01335735828
937	0.01334522519
938	0.01332498456
939	0.01330160284
940	0.01326667087
941	0.0132475891
942	0.0132379106
943	0.01321809965
944	0.01320512546
945	0.01319451276
946	0.01318853755
947	0.01316698392
948	0.0131531259
949	0.01314088073
950	0.01311701505
951	0.01310362459
952	0.01308781442
953	0.01307083633
954	0.0130459548
955	0.01301815648
956	0.01298963129
957	0.01296646849
958	0.01292159139
959	0.01291212461
960	0.01288598813
961	0.01287045134
962	0.01285301627
963	0.01284164219
964	0.01281717502
965	0.01280371746
966	0.01278664294
967	0.01277922773
968	0.0127671294
969	0.01274912713
970	0.01273840081
971	0.01270236977
972	0.01268738733
973	0.01267043284
974	0.01265102718
975	0.01263233653
976	0.01261403378
977	0.01260101045
978	0.01258922236
979	0.01256823417
980	0.0125543774
981	0.01254132512
982	0.01251469544
983	0.01249845275
984	0.01248594306
985	0.01246291879
986	0.01244409978
987	0.01242886666
988	0.0124197104
989	0.0124044028
990	0.01239200102
991	0.0123751145
992	0.01235345491
993	0.01233517596
994	0.01231939988
995	0.01229665283
996	0.01227691141
997	0.01226295076
998	0.01222361385
999	0.01221182702
